신호등_index,관리번호,관할구,주소,X좌표,Y좌표,교통사고,label,smart_label
10459,03-0000061519,동대문구,동대문구 장안동 471-1도,206230.5981,551709.2048,538.8571959,0,0.311437981
10460,03-0000061520,동대문구,동대문구 장안동 471-1도,206237.3653,551705.8606,541.1992834,0,0.322779274
10461,03-0000061524,동대문구,동대문구 이문동 189-3 철,205971.3375,555469.1,894.6610986,1,0.442739364
10462,03-0000061525,동대문구,동대문구 이문동 64대,205982.1452,555306.2125,737.7466334,1,0.397264065
10463,03-0000061527,동대문구,동대문구 이문동 64대,206010.2428,555306.144,744.9194245,1,0.420027259
10464,03-0000054041,동대문구,동대문구 이문동 64대,206002.9487,555301.1467,738.1289487,0,0.381707497
10465,03-0000021224,동대문구,동대문구 전농동 60-138도,205095.6538,553091.8451,393.6338058,1,0.532759699
10466,03-0000031021,동대문구,동대문구 전농동 60-135대,205080.9375,553109.2562,371.7889262,0,0.521078633
10467,03-0000046038,동대문구,동대문구  96-11도,202075.7374,552507.2835,436.9358645,1,0.435603041
10468,03-0000062873,동대문구,동대문구 답십리동 36-2도,204990.925,551940.4937,231.1472776,1,0.436306473
10469,03-0000062875,동대문구,동대문구 답십리동 35-3대,205002.7885,551922.8067,248.4049483,1,0.462565607
10470,03-0000061719,동대문구,동대문구 전농동 126-48대,204522.4375,553459.8312,287.6646639,0,0.398888956
10471,03-0000062471,동대문구,동대문구 장안동 473-2도,206745.9373,553036.0443,905.2626209,0,0.319450732
10472,03-0000062472,동대문구,동대문구 장안동 473-2도,206745.6238,553023.8361,894.4211981,0,0.330448776
10473,03-0000064923,동대문구,동대문구 전농동 688-10 학,205417.2884,553147.2144,669.3822397,0,0.447614069
10474,03-0000064286,동대문구,동대문구 휘경동 1338-12천,206192.9976,554218.9877,536.6909184,0,0.365080223
10475,03-0000066504,동대문구,동대문구 이문동 331-22대,205489.5125,555897.1562,1344.735963,1,0.630772186
10476,03-0000071365,동대문구,동대문구 답십리동 32-4 대,205078.2375,552800.3937,596.6110294,0,0.428121827
10477,03-0000064695,동대문구,동대문구 용두동 ,203349.575,552713.7437,414.3296472,1,0.884894556
10478,03-0000063105,동대문구,동대문구 전농동 204-158대,204866.2041,552932.8802,389.6959484,0,0.439909681
10479,03-0000064694,동대문구,동대문구 용두동 47-7도,203346.1706,552715.2639,410.6019794,1,0.864287834
10480,03-0000064689,동대문구,동대문구 용두동 29-8대,203335.3781,552569.369,478.017473,1,0.668487695
10481,03-0000068285,동대문구,동대문구 답십리동 105-1학,204750.2872,552402.8789,344.4615543,1,0.848857871
10482,03-0000056088,동대문구,동대문구 답십리동 343-7대,204607.7875,552616.5562,596.8884279,1,0.61943347
10483,03-0000063147,동대문구,동대문구 답십리동 450-13대,204479.55,552765.4812,616.2016625,0,0.425602
10484,03-0000073539,동대문구,동대문구 전농동 359-22대,204717.6753,552765.5578,546.7629061,1,0.49876005
10485,03-0000073403,동대문구,동대문구 전농동 359-22대,204717.6753,552765.5578,546.7629061,1,0.49876005
10486,03-0000082908,동대문구,동대문구 전농동 362-5대,204728.421,552778.5956,532.876073,1,0.488642219
10487,03-0000063143,동대문구,동대문구 전농동 362-5대,204728.421,552778.5956,532.876073,1,0.488642219
10488,03-0000063140,동대문구,동대문구 전농동 365-2 대,204703.7689,552796.9605,517.044502,1,0.495179164
10489,03-0000075891,동대문구,동대문구 전농동 366-2 대,204698.3436,552782.9848,531.5984298,1,0.495822049
10490,03-0000063138,동대문구,동대문구 전농동 366-2 대,204698.3436,552782.9848,531.5984298,1,0.495822049
10491,03-0000064698,동대문구,동대문구 용두동 ,203377.1875,552740.7562,430.7099616,1,0.885091672
10492,03-0000021571,동대문구,동대문구 전농동 184-14대,204963.2711,552986.6291,377.7550226,0,0.445673643
10493,03-0000021568,동대문구,동대문구 전농동 184-27 도,204945.6285,552996.5893,360.2464748,0,0.419359534
10494,03-0000063121,동대문구,동대문구 전농동 204-34대,204863.0506,552944.9472,377.2237056,0,0.436216881
10495,03-0000064692,동대문구,동대문구 용두동 47-7도,203340.0625,552740.4687,395.7074972,1,0.865596012
10496,03-0000064282,동대문구,동대문구 용두동 29-6대,203345.9757,552585.2832,476.359999,1,0.749245784
10497,03-0000045441,동대문구,동대문구 휘경동 119-5대,205955.85,554662.4062,167.147502,1,0.656602679
10498,03-0000068287,동대문구,동대문구 답십리동 298학,204752.0269,552423.8153,357.6439947,1,0.856105316
10499,03-0000068279,동대문구,동대문구 답십리동 105-1학,204746.5078,552409.1779,351.5013787,1,0.834040163
10500,03-0000068278,동대문구,동대문구 답십리동 105-11대,204766.1844,552396.64,328.5572754,1,0.835474033
10501,03-0000068274,동대문구,동대문구 답십리동 322-5 학,204549.1493,552528.5404,579.3711836,0,0.604548852
10502,03-0000075027,동대문구,동대문구 답십리동 310-12대,204808.8875,552572.8312,447.039906,1,0.584822403
10503,03-0000068269,동대문구,동대문구 답십리동 310-12대,204808.8875,552572.8312,447.039906,1,0.584822403
10504,03-0000064443,동대문구,동대문구 용두동 118-81대,202680.0281,552426.1449,533.4579345,1,0.655123528
10505,03-0000064439,동대문구,동대문구 용두동 127-22대,202668.15,552296.5562,651.7190533,1,0.63599038
10506,03-0000063122,동대문구,동대문구 전농동 204-6도,204879.5567,552948.8236,378.0116511,0,0.444771929
10507,03-0000064688,동대문구,동대문구 용두동 29-6대,203339.8267,552583.0917,472.8464877,1,0.754774251
10508,03-0000068283,동대문구,동대문구 답십리동 105-11대,204772.8433,552399.3396,325.6310693,1,0.834889238
10509,03-0000064440,동대문구,동대문구 용두동 237-14도,202691.025,552297.0062,641.1102577,1,0.622183181
10510,03-0000064751,동대문구,동대문구 용두동 790 대,203091.4807,552741.3295,182.1244132,0,0.296788918
10511,03-0000064749,동대문구,동대문구 용두동 792-6 공,203110.9661,552709.0381,219.2023569,0,0.263852258
10512,03-0000063142,동대문구,동대문구 전농동 362-6 대,204717.4921,552797.2378,515.2435751,1,0.485294487
10513,03-0000075892,동대문구,동대문구 전농동 363-1 도,204712.7421,552794.9253,518.0301265,1,0.495348515
10514,03-0000064697,동대문구,동대문구 용두동 ,203376.0174,552712.0132,439.4424447,1,0.875095242
10515,03-0000063103,동대문구,동대문구 전농동 204-205도,204874.2375,552910.6812,413.2086825,0,0.446204758
10516,03-0000046021,동대문구,동대문구 용두동 29-1대,203370.5508,552584.0684,496.7960436,1,0.721668531
10517,03-0000064298,동대문구,동대문구 전농동 235-11대,203965.75,553379.6062,716.6306086,1,0.851254125
10518,03-0000068268,동대문구,동대문구 답십리동 310-25대,204776.5289,552573.8289,463.0321012,0,0.449425059
10519,03-0000068281,동대문구,동대문구 답십리동 105-1학,204773.3832,552422.5556,341.9311941,1,0.829173967
10520,03-0000066935,동대문구,동대문구 용두동 1157학,202662.7284,553260.817,491.8230099,1,0.703740237
10521,03-0000066934,동대문구,동대문구 용두동 1157학,202660.6375,553248.725,483.7264554,1,0.737257496
10522,03-0000068271,동대문구,동대문구 답십리동 295-181대,204947.7207,552584.389,417.1671915,1,0.635905651
10523,03-0000066930,동대문구,동대문구 용두동 1157학,202668.9134,553233.5241,466.7415205,1,0.751396711
10524,03-0000066928,동대문구,동대문구 용두동 1157학,202687.1372,553242.202,462.1397375,1,0.717953102
10525,03-0000070200,동대문구,동대문구 답십리동 325-31 도,204802.4875,552602.1812,476.2725559,1,0.505044859
10526,03-0000002987,동대문구,동대문구 답십리동 344-30대,204622.5125,552619.3312,589.2947975,1,0.593925875
10527,03-0000064442,동대문구,동대문구 용두동 237-15도,202699.4656,552424.8949,524.2943365,1,0.707627159
10528,03-0000064437,동대문구,동대문구 용두동 127-12대,202662.219,552291.0619,659.3317625,1,0.627550205
10529,03-0000064436,동대문구,동대문구 용두동 127-13대,202668.0125,552276.8437,669.344321,1,0.638968313
10530,03-0000070829,동대문구,동대문구 용두동 102-14도,202535.039,553604.5284,815.0134344,0,0.627172166
10531,03-0000031168,동대문구,동대문구 장안동 49-152대,206394.0793,553254.5205,1015.906563,1,0.683113444
10532,03-0000075258,동대문구,동대문구 이문동 345-2천,206289.6898,555757.0105,1263.583665,1,0.466819034
10533,03-0000036131,동대문구,동대문구 전농동 59-17대,205121.6533,553104.552,408.9969031,1,0.589132949
10534,03-0000074483,동대문구,동대문구 용두동 148-136도,202645.36,553379.001,598.2562425,0,0.394693717
10535,03-0000074526,동대문구,동대문구 청량리동 60대,204322.2875,554092.5875,146.2186552,0,0.362914024
10536,03-0000047500,동대문구,동대문구 회기동 57-27대,204733.1339,554306.552,601.4525186,1,0.494606724
10537,03-0000045364,동대문구,동대문구 휘경동 57-11대,204751.68,554270.5826,606.2811583,1,0.479947986
10538,03-0000045371,동대문구,동대문구 휘경동 57-3대,204767.1555,554302.5196,631.6094296,1,0.582370037
10539,03-0000064450,동대문구,동대문구 휘경동 57-9대,204755.1426,554281.6375,613.1477567,1,0.480784408
10540,03-0000064446,동대문구,동대문구 회기동 54-29 대,204764.6625,554315.2562,633.9358143,1,0.577613494
10541,03-0000045376,동대문구,동대문구 회기동 54-43 대,204748.8568,554328.047,624.3190123,1,0.571180899
10542,03-0000071448,동대문구,동대문구 전농동 304학,204845.7589,553554.722,256.7783966,0,0.236407583
10543,03-0000048346,동대문구,동대문구 장안동 955-12도,205125.2395,551517.6075,664.5248462,0,0.278606973
10544,03-0000031115,동대문구,동대문구 제기동 1-2학,202926.0723,554085.9681,546.5023593,1,0.677184942
10545,03-0000021686,동대문구,동대문구 제기동 1-2학,202900.1193,554081.0058,563.3224812,1,0.67075953
10546,03-0000064448,동대문구,동대문구 휘경동 57-9대,204757.4672,554287.6927,617.3712072,1,0.495987879
10547,03-0000022133,동대문구,동대문구 휘경동 1031-34전,206363.8295,553959.8004,842.1509248,1,0.381170251
10548,03-0000045377,동대문구,동대문구 회기동 53-2대,204736.1315,554319.4029,609.203413,1,0.471844139
10549,03-0000023299,동대문구,동대문구 이문동 45대,206094.9858,555500.0476,955.0719911,0,0.454871815
10550,03-0000031360,동대문구,동대문구 이문동 54대,206109.8761,555488.8045,949.040115,0,0.412249165
10551,03-0000020985,동대문구,동대문구 장안동 92-17대,206361.0775,553099.9327,859.3811856,0,0.3792284
10552,03-0000076769,동대문구,동대문구 답십리동 472-63대,204278.6558,552495.6174,795.6806203,0,0.339047976
10553,03-0000077928,동대문구,동대문구 답십리동 472-71대,204276.4531,552477.6842,790.568862,0,0.332197472
10554,03-0000076767,동대문구,동대문구 답십리동 472-71대,204276.4531,552477.6842,790.568862,0,0.332197472
10555,03-0000020964,동대문구,동대문구 장안동 95-1대,206006.501,553132.0272,940.739824,0,0.576225999
10556,03-0000043352,동대문구,동대문구 장안동 336대,206543.9972,551855.2913,451.3716901,0,0.37574961
10557,03-0000043351,동대문구,동대문구 장안동 336대,206530.7958,551862.5219,438.4338932,0,0.380047309
10558,03-0000002064,동대문구,동대문구 답십리동 4-94대,205382.6571,551778.0527,545.0148208,0,0.313088419
10559,03-0000002053,동대문구,동대문구 답십리동 4-94대,205382.5556,551778.1651,544.8634452,0,0.313088419
10560,03-0000021183,동대문구,동대문구 장안동 4-123대,205403.1829,551763.9233,569.4447459,0,0.337917711
10561,03-0000036137,동대문구,동대문구 장안동 4-123대,205403.1829,551763.9233,569.4447459,0,0.337917711
10562,03-0000020966,동대문구,동대문구 장안동 95-1대,206027.8386,553135.8609,937.7005947,0,0.547414296
10563,03-0000020917,동대문구,동대문구 답십리동 648-1대,204143.4578,552603.7394,942.7926233,0,0.663783621
10564,03-0000022903,동대문구,동대문구 이문동 58-282대,205485.8918,556098.7567,1490.995338,0,0.547019577
10565,03-0000022901,동대문구,동대문구 이문동 385-84구,205472.9584,556090.7781,1479.772789,0,0.548624627
10566,03-0000020983,동대문구,동대문구 장안동 92-17대,206383.4986,553106.1154,867.1344324,0,0.438639699
10567,03-0000036082,동대문구,동대문구 전농동 483도,204031.7469,552712.6335,948.1121367,1,0.684119131
10568,03-0000036083,동대문구,동대문구 전농동 648-164도,204158.3746,552610.0308,928.224607,0,0.682004734
10569,03-0000056023,동대문구,동대문구 답십리동 348-4대,204637.5084,552657.6289,609.7600655,1,0.629004982
10570,03-0000032467,동대문구,동대문구 답십리동 4-130대,205390.5007,551797.6,536.689986,0,0.319961042
10571,03-0000031058,동대문구,동대문구 전농동 103-571대,204741.4199,553789.7109,480.4468129,0,0.432202767
10572,03-0000020911,동대문구,동대문구 전농동 493-2대,204071.1253,552720.1718,912.980199,1,0.697905428
10573,03-0000030969,동대문구,동대문구 전농동 493-2대,204065.6118,552696.894,932.3354179,1,0.686646487
10574,03-0000020915,동대문구,동대문구 답십리동 493-4도,204060.0872,552682.4308,946.0363691,1,0.699659357
10575,03-0000021459,동대문구,동대문구 장안동 478-12도,205853.85,551581.8312,803.1146249,1,0.597368602
10576,03-0000020908,동대문구,동대문구 전농동 679-8도,204054.72,552730.8463,918.7973655,1,0.623302475
10577,03-0000031131,동대문구,동대문구 제기동 67-241 대,202782.2375,553678.7562,560.4720325,0,0.565423089
10578,03-0000076776,동대문구,동대문구 회기동 1-5 학,204469.1268,554648.5756,641.1023535,0,0.387635722
10579,03-0000021792,동대문구,동대문구 제기동 1212 대,203418.6128,554125.0315,403.0928199,1,0.399907797
10580,03-0000078884,동대문구,동대문구 제기동 1212 대,203371.7129,554105.3116,377.0146936,0,0.393998252
10581,03-0000078885,동대문구,동대문구 제기동 1212 대,203382.2157,554102.509,375.2466858,1,0.420438071
10582,03-0000076749,동대문구,동대문구 이문동 256-288도,205469.9035,555591.2637,1055.912864,0,0.439400968
10583,03-0000076747,동대문구,동대문구 이문동 256-232대,205474.5562,555591.1248,1054.312778,0,0.442519714
10584,03-0000055298,동대문구,동대문구 청량리동 산1-192임,204094.7218,554685.16,612.6822965,0,0.297351923
10585,03-0000078340,동대문구,동대문구 제기동 7-10학,203386.4259,554626.1694,897.7503899,0,0.271188346
10586,03-0000022531,동대문구,동대문구 청량리동 산1-192임,204093.7472,554670.7061,598.4962773,1,0.35477944
10587,03-0000076800,동대문구,동대문구 전농동 587철,204405.3053,553273.7228,364.5055879,0,0.449341445
10588,03-0000022194,동대문구,동대문구 전농동 587철,204395.8325,553259.8915,375.5267878,0,0.501546653
10589,03-0000022193,동대문구,동대문구 전농동 127-389철,204408.4903,553244.1967,365.4834111,0,0.512923376
10590,03-0000000577,동대문구,동대문구 청량리동 산1-145임,203828.0625,554122.5687,351.5721293,1,0.628326557
10591,03-0000020220,동대문구,동대문구 장안동 356 공,206417.8202,551614.4477,636.5439981,0,0.34531286
10592,03-0000020219,동대문구,동대문구 장안동 356 공,206418.7875,551633.2789,618.1545008,0,0.343270226
10593,03-0000035949,동대문구,동대문구 장안동 356 공,206428.2922,551637.1257,616.1022617,0,0.334374193
10594,03-0000020221,동대문구,동대문구 장안동 356 공,206442.1085,551632.5346,623.364675,0,0.335111636
10595,03-0000078887,동대문구,동대문구 제기동 1212 대,203412.8223,554099.1137,376.5446056,1,0.385290199
10596,03-0000078886,동대문구,동대문구 제기동 1212 대,203410.7598,554096.7387,373.8205394,1,0.392297324
10597,03-0000078883,동대문구,동대문구 제기동 1212 대,203362.3389,554124.6199,395.6291201,0,0.372990225
10598,03-0000078882,동대문구,동대문구 제기동 1212 대,203368.8465,554135.4392,406.8354059,0,0.352155469
10599,03-0000078881,동대문구,동대문구 제기동 1212 대,203389.45,554143.2697,416.5680845,0,0.333254337
10600,03-0000079361,동대문구,동대문구 용두동 620-67도,203932.9756,553106.1297,859.5525402,0,0.426293485
10601,03-0000079359,동대문구,동대문구 전농동 620-67도,203948.5006,553114.0141,842.6098957,0,0.413380172
10602,03-0000021781,동대문구,동대문구 제기동 205-818대,203674.0503,554119.2663,504.4386381,0,0.524476802
10603,03-0000033885,동대문구,동대문구 답십리동 산1-7임,205599.9959,552576.8453,719.9541981,1,0.392638233
10604,03-0000036277,동대문구,동대문구 답십리동 산1-7임,205595.1014,552597.5566,727.8511821,1,0.41224453
10605,03-0000021783,동대문구,동대문구 청량리동 205-817대,203672.9797,554134.8713,507.0181501,0,0.506460401
10606,03-0000075293,동대문구,동대문구 휘경동 120-24대,205699.4423,555017.5174,440.4040825,0,0.513445657
10607,03-0000080240,동대문구,동대문구 휘경동 114-58대,205697.2728,554998.7842,422.7916031,0,0.542487088
10608,03-0000079118,동대문구,동대문구 이문동 317-26대,205492.3474,556159.5042,1487.48951,0,0.580274829
10609,03-0000079116,동대문구,동대문구 이문동 285-26도,205498.319,556175.5904,1491.205308,0,0.585290956
10610,03-0000075299,동대문구,동대문구 휘경동 114-58대,205694.2548,555002.0174,426.6932242,0,0.537178801
10611,03-0000075298,동대문구,동대문구 휘경동 120-30도,205701.0148,555023.7736,446.1098863,0,0.51523704
10612,03-0000023726,동대문구,동대문구 휘경동 120-12대,205711.0486,555017.683,437.9237245,0,0.536088459
10613,03-0000075297,동대문구,동대문구 휘경동 114-49대,205719.6397,555011.0464,429.6517227,0,0.544638001
10614,03-0000021228,동대문구,동대문구 답십리동 30-1도,205105.2967,552828.0258,588.2745706,0,0.407095058
10615,03-0000021226,동대문구,동대문구 전농동 55-75 구,205107.9736,552960.1561,487.8234105,0,0.384456878
10616,03-0000032455,동대문구,동대문구 전농동 55-75 구,205088.0097,552951.095,480.8512627,0,0.385133974
10617,03-0000036475,동대문구,동대문구 전농동 687 대,204191.5077,552909.5555,701.9261149,1,0.745264604
10618,03-0000021338,동대문구,동대문구 답십리동 53-8대,205042.8549,552254.8282,91.71596184,0,0.41996354
10619,03-0000021336,동대문구,동대문구 답십리동 53-25대,205061.1443,552251.45,97.82742754,0,0.390815647
10620,03-0000021187,동대문구,동대문구 장안동 955-21대,205146.3203,551502.7001,683.2333579,0,0.283173796
10621,03-0000042661,동대문구,동대문구 장안동 955-12도,205116.1736,551522.4629,658.1607251,1,0.284452708
10622,03-0000009957,동대문구,동대문구 용두동 112-109대,202718.9692,552698.5343,305.329728,1,0.822933919
10623,03-0000009919,동대문구,동대문구 용두동 112-105 대,202724.2202,552720.3049,288.8256027,1,0.760162156
10624,03-0000009982,동대문구,동대문구 용두동 112-80대,202695.3483,552698.8155,324.7298648,1,0.806470078
10625,03-0000075461,동대문구,동대문구 장안동 127-22대,205972.1007,552562.1347,466.3436495,0,0.395464497
10626,03-0000075460,동대문구,동대문구 장안동 127-15대,205973.9303,552581.3014,478.4120868,0,0.434523713
10627,03-0000064479,동대문구,동대문구 이문동 405대,205749.3834,555930.8794,1342.040324,1,0.631152394
10628,03-0000064481,동대문구,동대문구 이문동 405대,205744.5542,555946.8966,1358.250874,1,0.674149335
10629,03-0000022900,동대문구,동대문구 이문동 47-24대,205502.7114,555928.9531,1372.695745,1,0.604453416
10630,03-0000022898,동대문구,동대문구 이문동 47-28대,205496.2232,555945.3753,1390.146641,1,0.640773023
10631,03-0000050342,동대문구,동대문구 이문동 360-3철,205907.443,555932.6865,1346.573426,0,0.506038647
10632,03-0000050341,동대문구,동대문구 이문동 360-3철,205906.9406,555949.6955,1363.49635,0,0.467089063
10633,03-0000075494,동대문구,동대문구 답십리동 105-6 도,205960.2527,552859.3404,710.1232737,0,0.294370707
10634,03-0000044605,동대문구,동대문구 이문동 361-5천,206254.8208,556135.4076,1120.528582,0,0.184963223
10635,03-0000044611,동대문구,동대문구 이문동 345-2천,206236.1452,556128.5003,1138.047887,0,0.221976221
10636,03-0000001604,동대문구,동대문구 전농동 587철,204301.6712,553112.8905,506.2763067,0,0.349483508
10637,03-0000001609,동대문구,동대문구 전농동 587철,204316.3556,553102.0586,497.215494,0,0.362753148
10638,03-0000048137,동대문구,동대문구 장안동 479-4도,205700.9868,551351.3213,1075.325305,0,0.512347535
10639,03-0000018308,동대문구,동대문구 장안동 479-3도,205754.7712,551398.8205,1010.230642,1,0.591510695
10640,03-0000078287,동대문구,동대문구 이문동 345-2천,206287.1364,555778.6396,1282.624872,1,0.476303096
10641,03-0000075260,동대문구,동대문구 이문동 345-2천,206287.1364,555778.6396,1282.624872,1,0.476303096
10642,03-0000075261,동대문구,동대문구 이문동 345-2천,206287.1364,555778.6396,1282.624872,1,0.476303096
10643,03-0000021133,동대문구,동대문구 장안동 123-11 대,206064.286,552552.4838,396.6965047,0,0.453958532
10644,03-0000021129,동대문구,동대문구 장안동 475-4도,206165.8298,552563.6775,353.0011638,0,0.598681036
10645,03-0000031138,동대문구,동대문구 답십리동 114-4대,205903.268,552715.6621,625.113167,1,0.445121677
10646,03-0000077946,동대문구,동대문구 답십리동 530-52대,204345.4337,552831.0253,638.7329304,1,0.670952615
10647,03-0000077945,동대문구,동대문구 전농동 530-41대,204363.888,552842.3389,618.0728901,1,0.661035741
10648,03-0000077942,동대문구,동대문구 전농동 530-94도,204345.7205,552868.0858,611.2355357,1,0.678371453
10649,03-0000077943,동대문구,동대문구 전농동 530-42대,204356.0987,552851.8286,616.1042295,1,0.662151088
10650,03-0000029236,동대문구,동대문구 전농동 530-68대,204336.5721,552864.9063,619.8703055,1,0.677354926
10651,03-0000010055,동대문구,동대문구 전농동 530-65대,204324.8122,552845.6159,641.9258442,1,0.672068349
10652,03-0000080246,동대문구,동대문구 휘경동 106-13대,205867.5048,554971.5176,386.571762,0,0.417816957
10653,03-0000080245,동대문구,동대문구 휘경동 106-16대,205871.0048,554954.6426,370.5329444,0,0.409435124
10654,03-0000075294,동대문구,동대문구 휘경동 114-51대,205713.3176,554997.2671,417.5030852,0,0.579910016
10655,03-0000075295,동대문구,동대문구 휘경동 114-29대,205694.6914,554993.2058,418.0753542,0,0.542247003
10656,03-0000023654,동대문구,동대문구 이문동 225-4 도,205644.6714,555929.5746,1349.158474,1,0.309735015
10657,03-0000023652,동대문구,동대문구 이문동 46-8도,205643.6703,555946.5348,1366.117684,1,0.334459765
10658,03-0000075280,동대문구,동대문구 이문동 267-7대,205245.7,555086.7562,748.2019146,1,0.632777962
10659,03-0000075278,동대문구,동대문구 이문동 291-40대,205263.125,555085.2687,734.2585098,1,0.63080155
10660,03-0000068270,동대문구,동대문구  295-190대,204928.8427,552578.7593,414.6496545,1,0.636808242
10661,03-0000020913,동대문구,동대문구 답십리동 643-10도,204026.2359,552689.2197,967.2556083,1,0.711932051
10662,03-0000009377,동대문구,동대문구 답십리동 989-3도,205835.025,552557.591,571.2641797,1,0.57108317
10663,03-0000079033,동대문구,동대문구 답십리동 36-20대,205025.3082,552061.3391,111.6866254,0,0.260288796
10664,03-0000079031,동대문구,동대문구 답십리동 36-23대,205023.8528,552048.9484,123.6669529,0,0.259096765
10665,03-0000079029,동대문구,동대문구 답십리동 36-25대,205042.0849,552038.6405,137.5964328,0,0.275319561
10666,03-0000079026,동대문구,동대문구 답십리동 43-5대,205048.8466,552048.2179,130.4987804,0,0.269060092
10667,03-0000079035,동대문구,동대문구 답십리동 2-253대,205508.6673,551921.2104,562.1187289,0,0.205791139
10668,03-0000059787,동대문구,동대문구 제기동 897-2 대,203408.7875,553200.2437,533.7551602,0,0.600745245
10669,03-0000037614,동대문구,동대문구 용두동 ,203551.2004,552673.6142,617.0589033,1,0.581504344
10670,03-0000037615,동대문구,동대문구 용두동 39-405대,203550.1843,552646.9151,625.3436725,1,0.606930048
10671,03-0000037459,동대문구,동대문구 답십리동 643-122도,204042.2359,552677.9697,962.3913125,1,0.703611674
10672,03-0000079042,동대문구,동대문구 답십리동 4-13대,205484.6137,551940.1361,532.1947175,0,0.190146019
10673,03-0000079038,동대문구,동대문구 답십리동 4-13대,205491.6482,551951.1432,533.910188,0,0.19428477
10674,03-0000079036,동대문구,동대문구 답십리동 2-70 대,205510.9814,551934.348,558.4953492,0,0.229558209
10675,03-0000059786,동대문구,동대문구 용두동 899-3 대,203404.8173,553172.9513,528.6460125,0,0.668449686
10676,03-0000059785,동대문구,동대문구 용두동 899-2 대,203397.8855,553172.3047,522.5649611,1,0.735680003
10677,03-0000021723,동대문구,동대문구 용두동 849 도,203369.6669,553169.7698,498.1053725,1,0.722611626
10678,03-0000080768,동대문구,동대문구 장안동 97-6대,206001.8571,553028.8608,845.4848096,0,0.435442799
10679,03-0000080766,동대문구,동대문구 장안동 95-5 도,205980.4046,553027.6185,852.4222786,0,0.482370866
10680,03-0000080764,동대문구,동대문구 답십리동 268-1대,204895.3697,551843.8861,345.2481358,0,0.251741071
10681,03-0000056495,동대문구,동대문구 답십리동 268-1대,204895.3697,551843.8861,345.2481358,0,0.251741071
10682,03-0000055789,동대문구,동대문구 답십리동 439-97 구,204895.9315,551836.9584,351.6479,0,0.241679299
10683,03-0000021370,동대문구,동대문구 답십리동 268-1대,204911.542,551824.0805,359.5317357,0,0.263716332
10684,03-0000080763,동대문구,동대문구 답십리동 268-1대,204911.542,551824.0805,359.5317357,0,0.263716332
10685,03-0000021373,동대문구,동대문구 답십리동 268-1대,204921.5469,551819.6107,361.4031649,0,0.312226475
10686,03-0000021375,동대문구,동대문구 답십리동 268-1대,204902.1079,551858.9188,328.8567661,0,0.230391101
10687,03-0000083162,동대문구,동대문구 회기동 57-30대,204759.1965,554307.2148,625.8808899,1,0.57412877
10688,03-0000021446,동대문구,동대문구 휘경동 346-99 종,204941.5149,554519.8824,866.5256803,0,0.534372448
10689,03-0000021854,동대문구,동대문구 회기동 346-99 종,204935.2125,554482.5062,859.5446275,0,0.619505204
10690,03-0000022201,동대문구,동대문구 전농동 103-273대,204621.625,553611.1937,334.8786242,0,0.388640879
10691,03-0000020905,동대문구,동대문구 전농동 687 대,204216.425,552922.3312,674.1833122,1,0.736807739
10692,03-0000030967,동대문구,동대문구 전농동 687 대,204178.9848,552926.1389,703.0571728,1,0.746699429
10693,03-0000030966,동대문구,동대문구 전농동 588-1철,204188.6125,552967.2687,673.1684527,1,0.696075817
10694,03-0000082746,동대문구,동대문구 전농동 547-1 철,204204.8,552966.8937,659.4825899,0,0.56692103
10695,03-0000020901,동대문구,동대문구 전농동 547-1 철,204225.4875,552960.0812,645.5726494,1,0.710272901
10696,03-0000022200,동대문구,동대문구 전농동 103-80대,204637.994,553601.3733,319.0616367,0,0.387659252
10697,03-0000022087,동대문구,동대문구 전농동 57대,206027.625,553471.4187,1140.480409,1,0.483930093
10698,03-0000056484,동대문구,동대문구 전농동 57대,206049,553479.2312,1137.209022,1,0.488448814
10699,03-0000036323,동대문구,동대문구 휘경동 49-327학,206055.0195,553699.474,924.9029331,1,0.675782284
10700,03-0000022080,동대문구,동대문구 전농동 49-277 대,206030.7695,553693.0365,924.8914449,1,0.658672097
10701,03-0000001468,동대문구,동대문구 청량리동 199-103대,203856.3125,553904.2437,364.5577506,0,0.552894099
10702,03-0000000578,동대문구,동대문구 청량리동 산1-145임,203822.4125,554110.7062,355.8917327,1,0.624139893
10703,03-0000000567,동대문구,동대문구 청량리동 204-1묘,203826.25,554143.6937,356.6506752,1,0.611087702
10704,03-0000021778,동대문구,동대문구 청량리동 산1-145임,203792.5,554119.0437,386.4837549,0,0.581613847
10705,03-0000021779,동대문구,동대문구 청량리동 산1-145임,203791.8377,554145.7609,390.8786553,1,0.641081008
10706,03-0000049913,동대문구,동대문구 청량리동 207대,203744.375,554500.9687,604.8902649,0,0.370354156
10707,03-0000022850,동대문구,동대문구 청량리동 207대,203682.7776,554630.7083,741.3114288,0,0.434039731
10708,03-0000002125,동대문구,동대문구 청량리동 산1-199임,203768.9989,554663.8203,713.7825325,1,0.46061561
10709,03-0000062477,동대문구,동대문구 청량리동 산1-199임,203741.1864,554636.2578,708.1025588,1,0.426351839
10710,03-0000036320,동대문구,동대문구 휘경동 168-107대,205491.6875,554491.8687,328.5107304,1,0.631863291
10711,03-0000032348,동대문구,동대문구 청량리동 212-1 도,203926.6,553722.7187,434.5387697,1,0.674795097
10712,03-0000001479,동대문구,동대문구 청량리동 440-20 대,203894.9535,553723.2088,453.1150302,1,0.673322489
