신호등_index,관리번호,관할구,주소,X좌표,Y좌표,교통사고,label,smart_label
1,03-0000013905,강남구,강남구 대치동 973-12 대,205374.9878,544360.3235,704.4795774,1,0.69748225
2,03-0000064343,강남구,강남구 역삼동 712 공,203974.3625,544362.8187,1034.071646,1,0.652320701
3,03-0000065097,강남구,강남구 역삼동 633-16 대,202722.1824,544404.9315,461.0510827,1,0.680305719
4,03-0000014413,강남구,강남구 삼성동 186-6천,205839.8146,546182.1334,297.8631528,0,0.354869885
5,03-0000066954,강남구,강남구 일원동 306유,207106.75,544477.2562,1526.681283,0,0.162642674
6,03-0000068251,강남구,강남구 압구정동 484천,203048.9518,548378.1771,1702.028355,0,0.142680961
7,03-0000068344,강남구,강남구 일원동 580잡,207016.6866,543786.4136,2003.322801,1,0.887266729
8,03-0000066124,강남구,강남구 삼성동 133 공,204339.0654,545034.6562,1446.022326,0,0.218663874
9,03-0000066130,강남구,강남구 대치동 137 공,204381.3919,545002.05,1397.613549,0,0.634513722
10,03-0000029817,강남구,강남구 일원동 580잡,207017.6982,543808.5328,2004.796327,1,0.891677706
11,03-0000013910,강남구,강남구 대치동 1012-68 도,205392.1094,544406.3437,752.819043,1,0.61999541
12,03-0000013916,강남구,강남구 대치동 980-5 대,205513.8001,544450.9754,856.5902036,0,0.675360547
13,03-0000064367,강남구,강남구 대치동 316 대,205543.7744,544047.1868,605.0683044,1,0.598966433
14,03-0000012646,강남구,강남구 대치동 316 대,205520.875,544028.7062,576.120505,1,0.608733898
15,03-0000065094,강남구,강남구 청담동 343천,204779.609,547315.3438,428.8188639,0,0.19637689
16,03-0000065089,강남구,강남구 논현동 219-14 대,202913.7861,545507.4151,471.0256562,0,0.579655524
17,03-0000065084,강남구,강남구 삼성동 24-25 대,204400.791,545826.5706,1184.950632,0,0.453527541
18,03-0000065082,강남구,강남구 삼성동 24-23 대,204386.0748,545846.7365,1194.925095,0,0.439928965
19,03-0000064357,강남구,강남구 대치동 1012-8 도,205745.8625,545107.8625,1006.046569,1,0.568847178
20,03-0000013913,강남구,강남구 대치동 973-28 대,205410.0255,544365.2502,727.2044752,1,0.664468989
21,03-0000064350,강남구,강남구 대치동 1012-68 도,205396.0817,544405.4114,754.0204826,1,0.627567262
22,03-0000064346,강남구,강남구 역삼동 710 대,203934.0455,544340.8133,993.6903554,1,0.647259181
23,03-0000064345,강남구,강남구 역삼동 712-2 대,203945.55,544313.8437,977.3355952,1,0.629911849
24,03-0000064341,강남구,강남구 역삼동 712 공,203961.35,544371.8812,1034.560375,1,0.638300511
25,03-0000064340,강남구,강남구 역삼동 710 대,203932.3625,544351.1437,1001.548093,1,0.620829313
26,03-0000065087,강남구,강남구 논현동 219-12 대,202931.842,545521.0257,469.4890483,0,0.579022301
27,03-0000066074,강남구,강남구 일원동 460천,207567.0375,544034.3875,1784.894697,0,0.12197187
28,03-0000066076,강남구,강남구 일원동 460천,207602.9625,544048.425,1748.34176,0,0.110699239
29,03-0000068249,강남구,강남구 압구정동 484천,203039.4734,548378.897,1709.756994,0,0.152680961
30,03-0000068343,강남구,강남구 개포동 18-1잡,207019.2092,543818.0112,2006.579242,1,0.885161083
31,03-0000013644,강남구,강남구 삼성동 161-11 대,205487.6082,545777.2901,325.3235593,1,0.473215619
32,03-0000034681,강남구,강남구 삼성동 161 대,205427.7987,545780.3594,339.8605759,1,0.467781791
33,03-0000013647,강남구,강남구 삼성동 161-2 대,205452.6995,545790.9672,321.2864973,1,0.477431625
34,03-0000034730,강남구,강남구 대치동 973-14 대,205384.3376,544354.2555,704.1552373,1,0.693170026
35,03-0000064353,강남구,강남구 대치동 973-28 대,205408.6762,544372.9585,732.9505589,1,0.651475783
36,03-0000065080,강남구,강남구 삼성동 99-7 대,205684.7133,546153.46,142.2173545,0,0.36514895
37,03-0000066103,강남구,강남구 개포동 156 공,205277.5683,542678.0536,1109.407333,0,0.425455596
38,03-0000064278,강남구,강남구 역삼동 792-7 대,203120.6719,543483.375,283.0633775,1,0.613614847
39,03-0000053680,강남구,강남구 세곡동 101-10 도,210457.4351,540769.647,2047.551479,1,0.589807469
40,03-0000064267,강남구,강남구 개포동 660-12 대,205199.7625,541878.8062,1886.003439,1,0.658683118
41,03-0000066968,강남구,강남구 논현동 250-20 대,203224.4687,545675.2318,605.0339584,0,0.577210408
42,03-0000068247,강남구,강남구 압구정동 484천,203074.95,548369.9562,1676.868211,0,0.144044995
43,03-0000068245,강남구,강남구 압구정동 484천,203085.1375,548371.7687,1670.303488,0,0.151993712
44,03-0000066105,강남구,강남구 개포동 156 공,205263.5607,542670.2549,1113.756461,0,0.423046102
45,03-0000070667,강남구,강남구 일원동 702-4 도,207339.9826,543037.6576,1960.956616,0,0.38212418
46,03-0000066066,강남구,강남구 개포동 10천,206408.25,543564.7812,1407.64311,1,0.809468309
47,03-0000064265,강남구,강남구 개포동 141 대,205253.2761,541838.1499,1932.370802,0,0.440944042
48,03-0000013908,강남구,강남구 대치동 973-24 대,205365.0875,544395.3937,729.9857816,1,0.666138874
49,03-0000050467,강남구,강남구 개포동 185 대,206118.2763,543331.4221,1183.315571,1,0.824651358
50,03-0000050466,강남구,강남구 개포동 197 도,206106.1493,543331.4901,1171.977953,1,0.800344372
51,03-0000082228,강남구,강남구 개포동 511 대,205710.4694,543236.0601,869.2227704,0,0.436647566
52,03-0000001955,강남구,강남구 역삼동 113-2 대,204019.6114,545385.1552,1451.077084,0,0.41158165
53,03-0000012832,강남구,강남구 역삼동 858-15 도,202933.2992,543386.3948,483.6257073,1,0.626294242
54,03-0000004307,강남구,강남구 신사동 481 대,203132.5193,547722.2219,1296.095962,0,0.435717984
55,03-0000013105,강남구,강남구 역삼동 804-16 도,203726.0534,544191.8181,762.7195357,0,0.39057817
56,03-0000013141,강남구,강남구 역삼동 233-6 대,203062.4851,545174.3759,833.9082655,1,0.68681762
57,03-0000034577,강남구,강남구 수서동 734 대,208661.1062,542908.3482,725.3704375,1,0.689904364
58,03-0000013237,강남구,강남구 논현동 263-23 공,203375.0369,545479.8434,828.2804412,1,0.760345084
59,03-0000013216,강남구,강남구 도곡동 산179임,203634.4585,542882.7046,659.9416834,1,0.633793329
60,03-0000029655,강남구,강남구 대치동 924-4 대,204696.9301,544070.7983,446.7993329,1,0.618154904
61,03-0000029656,강남구,강남구 대치동 888 대,204741.73,543964.6155,342.9295419,1,0.594845801
62,03-0000012774,강남구,강남구 논현동 140-13 대,202077.6008,545288.1351,854.6625943,1,0.651728673
63,03-0000000251,강남구,강남구 역삼동 277-8 대,203536.4352,545323.6926,1048.36488,1,0.513583188
64,03-0000013301,강남구,강남구 개포동 175 공,205126.2031,542791.749,970.4058533,1,0.552897502
65,03-0000013302,강남구,강남구 개포동 175 공,205111.6387,542799.8983,960.7167372,1,0.564987797
66,03-0000012649,강남구,강남구 대치동 208-6 공,205398.4794,543804.4217,387.9635282,1,0.70838592
67,03-0000011475,강남구,강남구 역삼동 277-6 대,203517.6625,545295.7937,1048.866999,1,0.518869982
68,03-0000034535,강남구,강남구 역삼동 713 학,204188.7725,544428.5336,1064.508967,1,0.55529137
69,03-0000055431,강남구,강남구 대치동 65대,206156.9663,544124.9615,1201.546337,1,0.82279092
70,03-0000014045,강남구,강남구 삼성동 172-42 도,205812.3128,545852.5618,354.0920867,1,0.593158244
71,03-0000012597,강남구,강남구 역삼동 777-5 대,203593.21,543669.9192,254.3730575,1,0.599656725
72,03-0000012813,강남구,강남구 역삼동 665-1 종,203215.1875,544768.2187,830.5360327,0,0.564725246
73,03-0000013005,강남구,강남구 압구정동 456 대,202492.2195,547629.5641,1730.31299,1,0.443122139
74,03-0000013006,강남구,강남구 압구정동 456 대,202514.8862,547629.6203,1728.239618,1,0.50775367
75,03-0000013098,강남구,강남구 역삼동 778-10 대,203762.4972,543732.4707,427.5123525,1,0.649895963
76,03-0000012823,강남구,강남구 역삼동 639-12 대,202937.7875,544450.4312,460.2377036,0,0.578472681
77,03-0000012824,강남구,강남구 역삼동 639-5 대,202916.9145,544479.9954,489.6467545,0,0.555341838
78,03-0000012205,강남구,강남구 역삼동 182-19 대,202193.8438,544987.0625,1034.91973,1,0.781670156
79,03-0000066143,강남구,강남구 역삼동 670-4 대,203242.6041,544621.5354,706.992439,0,0.38878431
80,03-0000000800,강남구,강남구 역삼동 261-1 대,203199.5875,545381.3437,749.7201138,0,0.521223121
81,03-0000012893,강남구,강남구 역삼동 710 대,203936.108,544322.4383,979.327158,1,0.638657516
82,03-0000014401,강남구,강남구 삼성동 186-3천,205894.744,546196.3226,354.5536154,0,0.187570612
83,03-0000034837,강남구,강남구 개포동 513-3 천,206125.1011,543346.1638,1184.513326,1,0.808238383
84,03-0000013864,강남구,강남구 도곡동 179-1도,203939.5585,542675.5134,984.2661097,1,0.492076489
85,03-0000012380,강남구,강남구 논현동 261-1 대,203193.7965,545403.7961,729.9236404,0,0.55015578
86,03-0000037424,강남구,강남구 일원동 714 학,207070.7125,542605.3437,2314.962873,0,0.350811998
87,03-0000019925,강남구,강남구 일원동 714 학,207070.7125,542605.3437,2314.962873,0,0.350811998
88,03-0000013560,강남구,강남구 개포동 508-2 공,205487.199,543111.7147,799.3021214,1,0.609834125
89,03-0000034713,강남구,강남구 대치동 893-1 대,204993.8321,544779.5239,1024.114445,1,0.481511971
90,03-0000013818,강남구,강남구 대치동 1011-8 도,205006.3965,544767.2786,1011.703993,1,0.476727373
91,03-0000034712,강남구,강남구 대치동 893 대,204897.7015,544739.1043,990.3093813,1,0.459391397
92,03-0000013812,강남구,강남구 대치동 893 대,204896.0119,544721.7941,973.322926,1,0.454049164
93,03-0000013167,강남구,강남구 개포동 649 대,204898.023,542546.5881,1214.523261,0,0.506175631
94,03-0000034611,강남구,강남구 개포동 647-1 도,205043.082,542689.1273,1066.879739,1,0.647058887
95,03-0000013297,강남구,강남구 개포동 175-1 도,205061.3625,542686.5562,1070.109839,1,0.559169631
96,03-0000014453,강남구,강남구 개포동 513-3 천,206118.5625,543360.6437,1173.427351,1,0.794697564
97,03-0000019904,강남구,강남구 개포동 513-3 천,206090.4492,543335.1083,1156.034878,1,0.797042269
98,03-0000013563,강남구,강남구 개포동 175 공,205162.9468,542854.8769,913.0202416,1,0.649494071
99,03-0000029782,강남구,강남구 개포동 175 공,205147.4132,542787.6885,977.1171626,1,0.536788084
100,03-0000029887,강남구,강남구 삼성동 186-3천,205833.575,546223.0187,306.5161079,0,0.33689862
101,03-0000013744,강남구,강남구 역삼동 802-31 도,204334.5301,544487.1836,998.1732784,1,0.433553609
102,03-0000029805,강남구,강남구 역삼동 1011-17 도,204335.6551,544509.5586,1013.934043,1,0.468629396
103,03-0000013597,강남구,강남구 삼성동 172-53 도,204835.3799,545700.9289,820.5650751,1,0.668844323
104,03-0000034661,강남구,강남구 개포동 504-4 천,205501.5644,543099.8335,817.397411,1,0.568408649
105,03-0000013726,강남구,강남구 역삼동 897-28 대,204480.4648,544569.6575,973.0992774,1,0.703908448
106,03-0000013727,강남구,강남구 역삼동 897-27 대,204482.0677,544548.8242,954.8458952,1,0.69955334
107,03-0000034697,강남구,강남구 대치동 896-2 대,204517.825,544546.6187,933.5432115,1,0.708474534
108,03-0000013336,강남구,강남구 청담동 77-27 도,203593.0625,546638.1312,996.0388914,0,0.507299372
109,03-0000013831,강남구,강남구 논현동 627-13 대,202835.501,546811.9198,919.6743605,0,0.449568439
110,03-0000013827,강남구,강남구 신사동 627-11 대,202812.5137,546843.5549,946.9575782,0,0.392416693
111,03-0000013400,강남구,강남구 논현동 647-23 대,203169.5375,546944.6937,1152.511086,0,0.519307932
112,03-0000013590,강남구,강남구 청담동 139-25 도,204655.3365,547246.2834,305.5779891,1,0.519443325
113,03-0000034718,강남구,강남구 청담동 77-56 도,204325.8565,546894.7861,389.291876,1,0.485310667
114,03-0000050454,강남구,강남구 신사동 647-18 대,203145.8426,546976.0928,1170.926642,0,0.514093363
115,03-0000051788,강남구,강남구 신사동 482 대,202985.6602,547580.2201,1398.247285,1,0.472080603
116,03-0000013944,강남구,강남구 신사동 602 대,202506.8607,546912.2258,1016.757277,0,0.33821719
117,03-0000038201,강남구,강남구 대치동 1011-17 도,204414.791,544818.5091,1219.978341,1,0.680811747
118,03-0000038204,강남구,강남구 역삼동 805-9 도,204393.391,544818.6091,1230.709842,1,0.699406793
119,03-0000013663,강남구,강남구 대치동 951-2 대,205404.7879,544947.4596,1157.898019,0,0.566531306
120,03-0000013664,강남구,강남구 대치동 951-1 종,205404.1784,544929.8711,1175.418439,0,0.598287093
121,03-0000013669,강남구,강남구 대치동 1012-19 도,205485.0107,544979.4826,1118.296383,1,0.66539005
122,03-0000013342,강남구,강남구 청담동 77 도,203547.7396,546790.1669,943.3503628,0,0.501977748
123,03-0000013326,강남구,강남구 논현동 77-27 도,203575.125,546632.5062,1013.375859,0,0.516645413
124,03-0000013848,강남구,강남구 청담동 49-8 대,204306.866,546879.9799,405.7372257,1,0.558711406
125,03-0000009815,강남구,강남구 역삼동 828-8 대,202813.7191,543802.1458,218.1793336,0,0.224778401
126,03-0000013602,강남구,강남구 삼성동 73 종,205055.7002,545793.3157,583.5015211,1,0.571612791
127,03-0000034676,강남구,강남구 일원동 714 학,207052.3125,542596.6562,2335.092514,0,0.336553049
128,03-0000013619,강남구,강남구 일원동 714 학,207052.3125,542596.6562,2335.092514,0,0.336553049
129,03-0000013620,강남구,강남구 일원동 714 학,207055.75,542574.0937,2338.476838,0,0.315131001
130,03-0000013622,강남구,강남구 일원동 714 학,207082.4946,542579.3462,2311.390842,0,0.339077847
131,03-0000013938,강남구,강남구 논현동 564-18 대,202323.6991,546586.4336,759.8969448,0,0.401837457
132,03-0000013936,강남구,강남구 신사동 564 차,202295.0315,546613.069,796.7065573,0,0.377091465
133,03-0000012956,강남구,강남구 압구정동 423 학,201862.6034,547122.0683,1142.274461,1,0.430956586
134,03-0000029716,강남구,강남구 역삼동 233-8 대,203040.4994,545165.1974,831.8676745,1,0.641022274
135,03-0000050452,강남구,강남구 청담동 66-3 공,204637.1603,546652.6311,692.0510171,1,0.660111582
136,03-0000017761,강남구,강남구 삼성동 79 대,205176.3192,546772.4751,775.5037291,0,0.296758892
137,03-0000013823,강남구,강남구 논현동 595-7 대,202693.3686,546755.0645,847.506463,0,0.479286373
138,03-0000034701,강남구,강남구 청담동 66 공,204417.2698,546612.64,673.7287102,1,0.804697946
139,03-0000034716,강남구,강남구 삼성동 66-4 공,204464.5188,546584.0696,708.1268152,1,0.797968628
140,03-0000034403,강남구,강남구 청담동 113-6 대,204205.8,547215.5187,161.1027218,1,0.57622597
141,03-0000034924,강남구,강남구 청담동 117-22 대,204224.125,547178.7437,165.112419,1,0.556599158
142,03-0000013989,강남구,강남구 청담동 117-22 대,204212.1625,547165.1437,183.0046215,1,0.560982321
143,03-0000013988,강남구,강남구 청담동 117 대,204187.4378,547162.0458,204.3471369,1,0.560195488
144,03-0000013987,강남구,강남구 청담동 116-10 대,204167.4967,547170.3223,216.2900926,1,0.599337065
145,03-0000012224,강남구,강남구 청담동 114-10 대,204160.2606,547215.7309,203.2600286,1,0.574507557
146,03-0000041612,강남구,강남구 청담동 82-7 대,203684.8125,547095.5062,693.0822795,0,0.327037643
147,03-0000012619,강남구,강남구 역삼동 757 대,204295.6104,543944.7563,742.4882087,0,0.397939127
148,03-0000013659,강남구,강남구 대치동 956-16 대,205184.9161,544822.9264,1080.987636,1,0.633009555
149,03-0000013671,강남구,강남구 대치동 947-2 대,205497.9364,544967.7539,1129.277877,1,0.680222183
150,03-0000078644,강남구,강남구 일원동 709-7 도,207258.0169,543234.2948,2028.81255,1,0.719673885
151,03-0000013657,강남구,강남구 대치동 956-1 대,205159.5628,544847.254,1101.368688,1,0.655637529
152,03-0000029794,강남구,강남구 대치동 956-12 대,205166.4967,544832.4457,1087.645839,1,0.660863117
153,03-0000034683,강남구,강남구 대치동 1012-111 도,205165.2939,544869.3284,1124.011277,1,0.663927695
154,03-0000029793,강남구,강남구 대치동 1012-111 도,205187.1526,544879.1573,1136.882077,1,0.680008043
155,03-0000013661,강남구,강남구 대치동 956-4 대,205209.4288,544867.5228,1129.035247,1,0.689644082
156,03-0000029795,강남구,강남구 대치동 956-9 대,205218.4961,544853.8795,1117.228556,1,0.677367236
157,03-0000013100,강남구,강남구 역삼동 722-2 대,203717.6305,544205.5164,771.6815867,0,0.407061016
158,03-0000013012,강남구,강남구 삼성동 15-1 대,203993.3018,546481.8059,878.0052288,1,0.494824152
159,03-0000029695,강남구,강남구 청담동 15-21 대,203995.5156,546507.625,853.5772075,1,0.618971333
160,03-0000066125,강남구,강남구 삼성동 133 공,204353.716,545016.2319,1422.897955,0,0.297996927
161,03-0000012276,강남구,강남구 역삼동 800-31 도,202334.576,544619.9626,862.4231447,1,0.669068178
162,03-0000026448,강남구,강남구 개포동 511 대,205863.8625,543278.3812,975.0300197,1,0.895375916
163,03-0000051113,강남구,강남구 일원동 4-44잡,207788.4994,543550.5631,1522.857275,1,0.728576457
164,03-0000013145,강남구,강남구 역삼동 657-24 대,203162.05,544909.2062,949.1422368,0,0.406173291
165,03-0000038168,강남구,강남구 개포동 195 도,205874.2288,543313.7431,967.429018,1,0.883298783
166,03-0000051132,강남구,강남구 대치동 4-20천,206431.0969,544194.3659,1483.850249,0,0.44331092
167,03-0000042560,강남구,강남구 논현동 2-7 대,201810.3655,545964.3444,596.5645548,1,0.538433021
168,03-0000042553,강남구,강남구 논현동 2-7 대,201810.3655,545964.3444,596.5645548,1,0.538433021
169,03-0000051125,강남구,강남구 역삼동 135-4 대,204293.9063,544992.596,1431.124391,0,0.148927311
170,03-0000066962,강남구,강남구 역삼동 135-4 대,204292.925,545015.8312,1451.741713,0,0.181054685
171,03-0000044743,강남구,강남구 삼성동 172-106 도,204330.1572,545041.8974,1456.589827,0,0.224189656
172,03-0000037422,강남구,강남구 논현동 78-4 대,202725.45,546078.2812,180.3601505,1,0.830193172
173,03-0000013240,강남구,강남구 역삼동 273-5 대,203399.3121,545447.5839,865.8675407,1,0.741112961
174,03-0000013233,강남구,강남구 논현동 264-7 학,203404.025,545496.4562,845.012529,1,0.742953327
175,03-0000042576,강남구,강남구 역삼동 824-17 대,202562.4224,543977.0438,361.8275272,1,0.802712827
176,03-0000042575,강남구,강남구 역삼동 824-17 대,202562.4224,543977.0438,361.8275272,1,0.802712827
177,03-0000013457,강남구,강남구 대치동 130-2 대,204674.3692,545120.2136,1313.975608,1,0.539111753
178,03-0000013931,강남구,강남구 신사동 480 공,202952.8125,547575.3312,1429.355141,1,0.535693008
179,03-0000038075,강남구,강남구 도곡동 923-12 대,204675.225,544069.9687,461.8713647,1,0.745905107
180,03-0000041385,강남구,강남구 도곡동 923-10 대,204668.4556,544074.1465,469.6768696,1,0.761882052
181,03-0000041614,강남구,강남구 역삼동 777-12 대,203637.2375,543686.1687,298.5561588,1,0.681125293
182,03-0000042581,강남구,강남구 역삼동 804 도,202561.3501,544025.1612,364.3154086,1,0.798804647
183,03-0000013623,강남구,강남구 일원동 714 학,207078.8,542575.5312,2316.064848,0,0.33663037
184,03-0000014435,강남구,강남구 삼성동 99-1 대,205679.6378,546176.4487,148.7330149,0,0.38228958
185,03-0000045081,강남구,강남구 도곡동 670 대,204871.172,543501.1082,291.6362414,1,0.719304229
186,03-0000013861,강남구,강남구 도곡동 174-4답,204118.9125,542820.0312,987.7714425,0,0.46799241
187,03-0000014455,강남구,강남구 개포동 513-3 천,206086.8151,543351.1982,1146.878658,1,0.815424379
188,03-0000042589,강남구,강남구 역삼동 800-31 도,202316.2904,544623.592,877.6372534,1,0.694738842
189,03-0000042588,강남구,강남구 역삼동 800-31 도,202316.2904,544623.592,877.6372534,1,0.694738842
190,03-0000042415,강남구,강남구 도곡동 91 학,204677.5084,543189.1713,658.6339189,0,0.308489083
191,03-0000042416,강남구,강남구 도곡동 91 학,204690.7268,543196.6381,645.5115224,0,0.316325748
192,03-0000013122,강남구,강남구 수서동 733-4 도,208654.7903,542940.1148,715.368315,1,0.688553371
193,03-0000013123,강남구,강남구 수서동 733-4 도,208646.8904,542929.0579,727.5599639,1,0.630969778
194,03-0000041620,강남구,강남구 도곡동 807-15 도,203637.2199,543641.5553,273.0898181,1,0.633907814
195,03-0000066142,강남구,강남구 역삼동 670-3 대,203235.6625,544605.6062,689.6448909,0,0.421611007
196,03-0000004718,강남구,강남구 삼성동 186-3천,205844.2402,546216.5656,313.7027887,0,0.339078082
197,03-0000029670,강남구,강남구 도곡동 산24-1 임,204413.7967,543241.2526,790.1371455,1,0.577830863
198,03-0000014161,강남구,강남구 수서동 50 대,207635.1532,542936.9297,1685.70099,1,0.733526065
199,03-0000045084,강남구,강남구 대치동 645 대,204916.5375,543486.3687,286.1931474,1,0.789149106
200,03-0000013213,강남구,강남구 도곡동 산179임,203667.8934,542932.3592,627.0472531,1,0.65827047
201,03-0000013215,강남구,강남구 도곡동 산 31-1 임,203685.521,542892.6779,670.4613277,1,0.645582161
202,03-0000045082,강남구,강남구  670 대,204876.2524,543467.5459,319.1228612,1,0.770022895
203,03-0000083220,강남구,강남구 삼성동 26-5 대,203865.1067,546445.3268,969.0675225,0,0.489815273
204,03-0000042572,강남구,강남구 논현동 145-13 대,202084.5156,545228.6563,894.2225462,1,0.634070088
205,03-0000042571,강남구,강남구 논현동 145-13 대,202084.5156,545228.6563,894.2225462,1,0.634070088
206,03-0000048277,강남구,강남구 수서동 산10-1임,207880.4,542747.4812,1502.0556,0,0.491374256
207,03-0000048279,강남구,강남구 수서동 산10-1임,207893.3375,542726.2312,1497.622022,0,0.491818224
208,03-0000043839,강남구,강남구 도곡동 106-1 학,204686.7547,543396.0913,485.8745726,1,0.631524171
209,03-0000066078,강남구,강남구 일원동 460천,207620.0621,544031.8219,1732.078549,0,0.122594144
210,03-0000012786,강남구,강남구 역삼동 632-16 대,202756.1609,544417.6886,459.0715379,1,0.700920616
211,03-0000012787,강남구,강남구 역삼동 637-6 대,202769.383,544385.5735,424.3460718,1,0.659366699
212,03-0000034514,강남구,강남구 역삼동 858-13 도,202763.8049,544374.3875,416.0648797,1,0.654274469
213,03-0000052089,강남구,강남구 역삼동 800-61 도,202743.7649,544420.9675,466.7700847,1,0.69580415
214,03-0000012791,강남구,강남구 역삼동 637 대,202748.6828,544367.9684,416.2874394,1,0.673535395
215,03-0000053208,강남구,강남구 도곡동 543-4 대,203659.4967,543364.9204,290.0896864,0,0.592767783
216,03-0000078727,강남구,강남구 역삼동 647-9 대,202821.8162,544219.8899,251.2127789,0,0.337034946
217,03-0000032133,강남구,강남구 역삼동 828 대,202828.9495,544202.7011,232.6091623,0,0.329647584
218,03-0000000333,강남구,강남구 역삼동 858-13 도,202813.2495,544196.6011,234.0626825,0,0.336221966
219,03-0000012842,강남구,강남구 역삼동 834-27 대,203020.5976,543701.6061,304.519769,0,0.25349381
220,03-0000012826,강남구,강남구 역삼동 858-15 도,203004.7976,543694.9061,306.3401364,0,0.253182344
221,03-0000052525,강남구,강남구 수서동 711 학,208966.8266,543107.8272,361.1240476,1,0.793677239
222,03-0000052526,강남구,강남구 수서동 711 학,208969.7495,543081.7037,371.5102878,1,0.782196507
223,03-0000013731,강남구,강남구 대치동 896-46 대,204673.7125,544630.6812,938.7705462,1,0.480011953
224,03-0000013733,강남구,강남구 대치동 896-45 대,204661.6597,544643.3933,955.007026,1,0.514295627
225,03-0000012958,강남구,강남구 신사동 423 학,201882.4356,547106.9696,1140.519977,1,0.395143942
226,03-0000044494,강남구,강남구 일원동 4-12 잡,207731.1473,543694.4113,1610.553306,0,0.416407002
227,03-0000053113,강남구,강남구 청담동 77-52 도,204118.2734,546536.9194,782.0231043,1,0.587012065
228,03-0000013339,강남구,강남구 청담동 77-26 도,203506.7904,546930.7986,915.7288799,0,0.523064939
229,03-0000053120,강남구,강남구 논현동 279-23 도,203032.7205,546731.0603,901.0609028,0,0.400683959
230,03-0000053157,강남구,강남구 대치동 925-1 대,204835.2,544182.8187,462.9711235,0,0.499423528
231,03-0000053156,강남구,강남구 대치동 925-29 대,204819.1834,544173.6562,461.0517118,0,0.534311726
232,03-0000012746,강남구,강남구 대치동 925-30 대,204849.2345,544177.9849,453.2382514,0,0.520704595
233,03-0000014629,강남구,강남구 청담동 668-5 도,203516.3032,547259.7896,836.0209519,0,0.433607454
234,03-0000053122,강남구,강남구 논현동 279-23 도,203066.7362,546733.94,918.0222308,0,0.401479888
235,03-0000012609,강남구,강남구 역삼동 920-13 대,204620.0622,544215.7262,605.4650079,1,0.688012092
236,03-0000026461,강남구,강남구 일원동 12 대,206459.525,543543.0312,1461.466098,0,0.291100525
237,03-0000013933,강남구,강남구 신사동 657-33 대,203319.0366,547044.5916,1060.1601,1,0.509140194
238,03-0000013404,강남구,강남구 논현동 655-3 대,203325.9125,547007.0562,1062.592605,1,0.522724356
239,03-0000057986,강남구,강남구 논현동 24-4 대,202011.5616,545772.8404,668.2515539,1,0.641924528
240,03-0000012933,강남구,강남구 논현동 26 공,202216.9025,545875.5428,450.2706964,1,0.557256657
241,03-0000012931,강남구,강남구 논현동 28-3 대,202217.5249,545852.5892,451.8870785,1,0.582825829
242,03-0000013481,강남구,강남구 청담동 147 잡,204022.6949,547467.2901,377.2649463,1,0.558184714
243,03-0000029909,강남구,강남구 청담동 343천,204792.5959,547297.9559,440.8463307,0,0.212393249
244,03-0000013585,강남구,강남구 세곡동 산15임,209719.892,540634.509,2304.753796,1,0.637244345
245,03-0000013583,강남구,강남구 세곡동 산11묘,209735.9655,540588.257,2343.587515,1,0.716127529
246,03-0000013025,강남구,강남구 논현동 65-6 대,202620.1,546357.9062,452.2417561,0,0.358968652
247,03-0000013027,강남구,강남구 논현동 65-4 대,202598.1,546348.4062,445.6100554,0,0.382556204
248,03-0000054115,강남구,강남구 대치동 980-8 대,205524.8532,544422.784,840.5438898,0,0.686328626
249,03-0000012652,강남구,강남구 대치동 208-6 공,205405.5625,543772.3438,392.3199455,1,0.70413929
250,03-0000014117,강남구,강남구 대치동 612 대,205269.1125,543692.5312,263.181143,1,0.644114399
251,03-0000011623,강남구,강남구 역삼동 685-4 대,203669.3875,545055.5062,1300.018634,1,0.671851088
252,03-0000054325,강남구,강남구 세곡동 산20임,209564.9687,540630.6884,2362.605516,0,0.23447556
253,03-0000054326,강남구,강남구 세곡동 산18임,209611.7194,540618.443,2356.71441,0,0.24671817
254,03-0000013022,강남구,강남구 논현동 279-45 도,203156.0375,546242.4062,593.2641662,0,0.593836153
255,03-0000047330,강남구,강남구 역삼동 907-7 대,204559.8622,544362.3262,757.6241269,1,0.704178035
256,03-0000034699,강남구,강남구 대치동 906-23 대,204587.4958,544360.0329,739.5292993,1,0.687755489
257,03-0000013743,강남구,강남구 역삼동 907-18 대,204568.5616,544352.2268,744.3267913,1,0.680521653
258,03-0000034544,강남구,강남구 신사동 435 도,202314.9181,547382.5303,1515.750411,1,0.533268706
259,03-0000066615,강남구,강남구 세곡동 108-9 잡,210468.3183,540829.0544,1988.159932,1,0.850828755
260,03-0000054322,강남구,강남구 도곡동 869-12도,203684.7036,543336.3091,326.0404365,1,0.631049527
261,03-0000054354,강남구,강남구 도곡동 산24-1 임,204421.2965,543243.4267,783.0353727,1,0.558582203
262,03-0000029671,강남구,강남구 도곡동 산24-1 임,204427.95,543210.8562,799.8319712,1,0.600978796
263,03-0000054327,강남구,강남구 세곡동 110-5도,209594.7345,540564.7634,2412.912131,0,0.40181772
264,03-0000054339,강남구,강남구 대치동 5-3도,206171.0375,544085.5687,1203.553109,1,0.815180104
265,03-0000012911,강남구,강남구 대치동 316 대,205589.8638,543859.2867,585.5175507,0,0.312932041
266,03-0000054344,강남구,강남구 대치동 316 대,205572.5513,543867.7568,570.092639,0,0.370494408
